impl,phase,n,gamma,threads,trial,ms,seed,offset,seed_index,key_mode,fastrange_mode
boomphf-rust,build,16384,1.150000,1,0,1.225230,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,build,16384,1.150000,1,1,1.175380,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,build,16384,1.150000,1,2,1.127770,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,build,16384,1.150000,1,3,1.098840,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,build,16384,1.150000,1,4,1.106680,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,build,16384,1.150000,1,5,1.075451,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,build,16384,1.150000,1,6,1.054079,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,lookup,16384,1.150000,1,0,1.024660,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,lookup,16384,1.150000,1,1,1.004050,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,lookup,16384,1.150000,1,2,0.991820,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,lookup,16384,1.150000,1,3,0.972970,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,lookup,16384,1.150000,1,4,0.958630,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,build,16384,1.150000,1,0,13.436990,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,build,16384,1.150000,1,1,14.666819,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,build,16384,1.150000,1,2,14.576369,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,build,16384,1.150000,1,3,13.152259,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,build,16384,1.150000,1,4,15.531319,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,build,16384,1.150000,1,5,14.383769,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,build,16384,1.150000,1,6,14.995230,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,lookup,16384,1.150000,1,0,1.261490,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,lookup,16384,1.150000,1,1,1.214210,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,lookup,16384,1.150000,1,2,1.182520,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,lookup,16384,1.150000,1,3,1.172460,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,lookup,16384,1.150000,1,4,1.166400,4870315401550313391,11131921045574106320,0,multiplicative,na
